,country,province,region_1,year,lat,lon,location,avg_temp,min_temp,max_temp,precipitation_in_mm,wind_average_kmh,wind_peak_kmh,sun_minutes
3217,Italy,Veneto,Soave Classico,2008,45.666668,12.25,1,19.57336448598131,15.189201877934272,24.52102803738318,2.6904761904761907,5.8389423076923075,,
3218,South Africa,Paarl,,2008,-33.741667,18.975,0,,,,,,,
3219,Australia,South Australia,Adelaide Hills,2005,-34.064999,150.814163,0,,,,,,,
3220,US,California,Santa Barbara County,2003,36.778259,-119.417931,1,23.871962616822426,15.844392523364485,31.689719626168227,0.4224299065420561,11.325233644859813,,0.0
3221,US,California,Cienega Valley,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
3222,US,Oregon,Southern Oregon,2007,45.4206749,-122.670649,1,15.80747663551402,10.74532710280374,21.60467289719626,1.2915887850467291,9.591588785046728,,
3223,Australia,South Australia,Adelaide,2007,-34.064999,150.814163,0,,,,,,,
3224,France,Bordeaux,Bordeaux Supérieur,2004,44.841225,-0.5800364,1,17.785981308411213,13.082242990654207,23.038317757009345,1.969158878504673,12.5921875,,
3225,US,Washington,Rattlesnake Hills,2011,38.8950368,-77.0365427,1,21.638785046728977,17.127570093457944,26.689252336448597,3.716355140186915,12.550934579439256,,
3226,US,California,San Benito County,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3227,US,California,Santa Lucia Highlands,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3228,US,California,Suisun Valley,2006,36.778259,-119.417931,1,23.44716981132075,15.785981308411213,31.211214953271032,0.4411214953271028,10.69626168224299,,
3229,Spain,Catalonia,Terra Alta,2007,37.178055,-3.600833,1,19.523364485981308,11.530841121495328,27.506542056074775,0.7532710280373831,7.3115000000000006,,
3230,South Africa,Robertson,,2016,-33.802222,19.883611,0,,,,,,,
3231,South Africa,Durbanville,,2016,-33.8402778,18.6494444,0,,,,,,,
3232,US,California,Santa Cruz Mountains,1998,36.778259,-119.417931,1,21.845794392523363,14.591588785046731,28.838785046728972,0.5780373831775701,10.812149532710281,,
3233,US,Connecticut,Western Connecticut Highlands,2006,41.599998,-72.699997,1,17.168075117370893,11.859154929577464,22.747417840375586,1.611627906976744,8.496713615023474,,
3234,Greece,Santorini,,2006,36.4622122,25.3757257,1,23.469333333333335,20.453333333333333,26.88,,18.267999999999997,,
3235,Spain,Levante,Utiel-Requena,2010,37.89502725,-4.760875040624836,1,22.978504672897195,15.852582159624413,30.52112676056338,1.3574766355140186,8.109756097560977,,
3236,Italy,Sicily & Sardinia,Faro,2012,39.373062,9.157212,1,21.898130841121496,16.540776699029124,27.57075471698113,0.7702830188679246,15.981656804733728,,
3237,Greece,Nemea,,2010,37.955894,23.702099,1,23.599999999999998,19.110476190476188,28.076995305164317,0.8248826291079813,10.722485207100593,,
3238,Greece,Sithonia,,2014,40.18184935,23.76627272408514,1,,,,,,,
3239,US,California,River Junction,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3240,US,California,Redwood Valley,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
3241,US,California,Potter Valley,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3242,France,Champagne,Champagne,2014,48.026628,0.333235,1,16.113669064748198,10.570503597122304,21.574820143884896,,8.4568345323741,,
3243,New Zealand,Nelson,,2008,-41.2710849,173.2836756,0,,,,,,,
3244,Australia,Victoria,Bendigo,2008,-21.2309116,148.9741517,0,,,,,,,
3245,Australia,South Australia,Adelaide,2009,-34.064999,150.814163,0,,,,,,,
3246,Chile,Molina,,2005,-35.1139703,-71.2799798,0,,,,,,,
3247,New Zealand,Marlborough,,2004,-36.7846223,174.723989,0,,,,,,,
3248,Australia,Victoria,Pyrenees,2003,-21.2309116,148.9741517,0,,,,,,,
3249,Hungary,Eger,,2005,47.8989887,20.3743665,1,16.191875,11.54375,21.205000000000002,,7.931446540880504,,
3250,US,California,Redwood Valley,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
3251,Spain,Catalonia,Penedès,2016,37.178055,-3.600833,1,21.672897196261683,12.932710280373833,31.077570093457947,0.5499999999999999,7.676168224299064,,
3252,New Zealand,Kumeu,,2015,-36.7753095,174.5546604,0,,,,,,,
3253,France,Provence,Vin de Pays des Alpilles,2007,46.0974492,4.5808081,1,16.52553191489362,11.751063829787233,21.805319148936167,,9.50159574468085,,
3254,Italy,Veneto,Valpolicella,2009,45.666668,12.25,1,20.964485981308417,16.0066985645933,26.604739336492894,2.1402843601895736,6.926108374384237,,
3255,New Zealand,Waipara,,2009,-43.058482,172.7602403,0,,,,,,,
3256,US,California,Solano County Green Valley,2009,36.778259,-119.417931,1,23.683644859813086,15.866355140186915,31.635514018691595,0.3303738317757009,10.790186915887853,,
3257,US,California,San Francisco Bay-Livermore Valley,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
3258,Italy,Veneto,Rosso del Veronese,2007,45.666668,12.25,1,19.657943925233642,14.7311004784689,24.992018779342718,2.224761904761905,5.668811881188119,,
3259,US,California,Sierra Foothills,1998,36.778259,-119.417931,1,21.845794392523363,14.591588785046731,28.838785046728972,0.5780373831775701,10.812149532710281,,
3260,US,America,,1998,33.737886,-87.2525024,1,,,,,,,
3261,Australia,Victoria,Grampians,2005,-21.2309116,148.9741517,0,,,,,,,
3262,US,California,Clear Lake,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3263,South Africa,Tulbagh,,2011,-33.285059,19.140667,0,,,,,,,
3264,Italy,Sicily & Sardinia,Isola dei Nuraghi,2005,39.373062,9.157212,1,21.255607476635515,16.02056074766355,26.80560747663551,0.5925233644859813,,,
3265,Italy,Sicily & Sardinia,Carignano del Sulcis,2007,39.373062,9.157212,1,21.243925233644855,15.982242990654205,26.834579439252337,0.6429906542056074,13.982456140350877,,
3266,Australia,South Australia,Currency Creek,2007,-34.064999,150.814163,0,,,,,,,
3267,Australia,Victoria,King Valley,2015,-21.2309116,148.9741517,0,,,,,,,
3268,US,Oregon,Columbia Valley (OR),2011,45.4206749,-122.670649,1,15.433177570093457,10.749532710280373,20.871495327102803,1.4939252336448599,9.178504672897196,,
3269,France,Bordeaux,Pauillac,2014,44.841225,-0.5800364,1,17.3803738317757,13.319158878504673,23.65514018691589,1.9373831775700936,10.980851063829789,,
3270,Greece,Nemea,,2009,37.955894,23.702099,1,23.04345794392523,18.59509803921568,27.56650943396226,0.6861904761904764,10.983916083916082,,
3271,US,California,San Luis Obispo,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
3272,US,California,Temecula,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
3273,US,California,North Coast,2005,36.778259,-119.417931,1,22.922535211267604,15.341588785046731,30.61728971962617,0.27102803738317754,11.476635514018692,,
3274,US,Washington,Chelan County,2007,38.8950368,-77.0365427,1,21.462616822429908,16.522429906542058,26.772429906542058,2.413084112149533,12.700000000000001,,
3275,Chile,Molina,,2009,-35.1139703,-71.2799798,0,,,,,,,
3276,New Zealand,Martinborough,,2006,-41.2183252,175.4594856,0,,,,,,,
3277,US,California,Sonoma Mountain,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3278,US,California,Atlas Peak,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
3279,US,California,San Benito County,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
3280,US,Missouri,Missouri,2011,29.6185669,-95.5377215,1,26.59065420560747,20.84065420560748,33.066822429906544,0.23043478260869568,12.86214953271028,,
3281,US,Missouri,Missouri,2008,29.6185669,-95.5377215,1,25.54009900990099,20.679207920792084,31.2460396039604,0.6012658227848101,11.755940594059405,,
3282,South Africa,Durbanville,,2011,-33.8402778,18.6494444,0,,,,,,,
3283,US,California,Fair Play,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3284,South Africa,Elgin,,2014,-34.1486111,19.0427778,0,,,,,,,
3285,South Africa,Constantia,,2015,-34.0283333,18.4155556,0,,,,,,,
3286,South Africa,Cederberg,,2014,-32.5005556,19.2569444,0,,,,,,,
3287,South Africa,Elim,,2015,-23.1597507,30.0604292,0,,,,,,,
3288,South Africa,Elgin,,2015,-34.1486111,19.0427778,0,,,,,,,
3289,South Africa,Malgas,,2014,-34.29980415,20.57702828908924,0,,,,,,,
3290,US,California,Sonoma-Napa,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
3291,France,Provence,Côtes de Provence La Londe,2016,46.0974492,4.5808081,1,15.393333333333334,10.232380952380954,20.78,,8.881904761904764,,
3292,Portugal,Algarve,,2009,38.4057647,-8.5117061,1,,,,,,,
3293,US,Oregon,Elkton Oregon,2014,45.4206749,-122.670649,1,17.52710280373832,12.385046728971961,23.708411214953266,1.8691588785046729,10.456542056074765,,
3294,US,California,Mt. Harlan,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3295,US,California,Monterey-Santa Barbara-Sonoma,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
3296,Australia,South Australia,Adelaide Hills,2011,-34.064999,150.814163,0,,,,,,,
3297,Australia,Victoria,Nagambie Lakes,2010,-21.2309116,148.9741517,0,,,,,,,
3298,US,California,Stags Leap District,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
3299,Chile,Chile,,2012,-33.4377756,-70.6504502,0,,,,,,,
3300,US,Michigan,Lake Michigan Shore,2010,41.7075394,-86.8950297,1,18.32815533980583,12.862135922330099,23.92087378640777,0.256,11.177073170731708,,
3301,Spain,Catalonia,Costers del Segre,2012,37.178055,-3.600833,1,20.89158878504673,12.169158878504675,28.842523364485977,1.0514018691588785,7.497512437810945,,
3302,Australia,South Australia,Clare Valley,2002,-34.064999,150.814163,0,,,,,,,
3303,Australia,South Australia,Coonawarra,2004,-34.064999,150.814163,0,,,,,,,
3304,US,California,Calistoga,2007,36.778259,-119.417931,1,23.181690140845074,15.255140186915884,31.20233644859813,0.09345794392523366,11.23271028037383,,
3305,Australia,Victoria,Victoria,2013,-21.2309116,148.9741517,0,,,,,,,
3306,France,Bordeaux,Crémant de Bordeaux,2012,44.841225,-0.5800364,1,17.52196261682243,12.902336448598128,22.886915887850463,2.3939252336448598,11.843877551020409,,
3307,France,Bordeaux,Lalande de Pomerol,2012,44.841225,-0.5800364,1,17.52196261682243,12.902336448598128,22.886915887850463,2.3939252336448598,11.843877551020409,,
3308,Austria,Eisenberg,,2014,46.903996384,16.138499446,1,15.411940298507464,10.79054726368159,20.682089552238807,,8.647272727272727,,
3309,US,California,Happy Canyon of Santa Barbara,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3310,Australia,Victoria,Bendigo,2010,-21.2309116,148.9741517,0,,,,,,,
3311,Australia,South Australia,Coonawarra,2010,-34.064999,150.814163,0,,,,,,,
3312,Spain,Catalonia,Cava,2012,37.178055,-3.600833,1,20.89158878504673,12.169158878504675,28.842523364485977,1.0514018691588785,7.497512437810945,,
3313,Australia,Victoria,Heathcote,2012,-21.2309116,148.9741517,0,,,,,,,
3314,Italy,Veneto,Valpolicella Ripasso Classico,2008,45.666668,12.25,1,19.57336448598131,15.189201877934272,24.52102803738318,2.6904761904761907,5.8389423076923075,,
3315,US,California,Mokelumne River,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
3316,Austria,Weinviertel,,2010,48.4653367,16.28614802566092,1,15.601401869158877,11.696728971962616,20.2214953271028,3.1037383177570095,,,
3317,Italy,Veneto,Lessini Durello,2010,45.666668,12.25,1,19.44252336448598,14.671153846153848,25.01658767772512,3.4980952380952384,6.995609756097561,,
3318,Italy,Veneto,Recioto di Soave,2007,45.666668,12.25,1,19.657943925233642,14.7311004784689,24.992018779342718,2.224761904761905,5.668811881188119,,
3319,Australia,Victoria,Heathcote,2008,-21.2309116,148.9741517,0,,,,,,,
3320,Turkey,Elazığ,,2006,38.6747164,39.2227135,1,21.50373831775701,13.025980392156862,29.77582938388625,0.9379807692307692,9.376795580110498,,
3321,Austria,Eisenberg,,2013,46.903996384,16.138499446,1,15.850480769230767,10.651923076923076,21.547596153846158,,7.265116279069767,,
3322,France,Bordeaux,Premieres Côtes de Blaye,2006,44.841225,-0.5800364,1,18.895794392523367,14.031775700934581,24.47943925233645,1.7285046728971958,12.37910447761194,,
3323,France,Bordeaux,Médoc,2006,44.841225,-0.5800364,1,18.895794392523367,14.031775700934581,24.47943925233645,1.7285046728971958,12.37910447761194,,
3324,South Africa,Swartland,,2007,-33.29356,18.599382501779992,0,,,,,,,
3325,US,Washington,Walla Walla Valley (WA),2003,38.8950368,-77.0365427,1,19.86261682242991,15.405140186915887,24.07102803738318,4.59392523364486,13.145794392523365,,0.0
3326,Portugal,Bairrada,,2004,39.8672777,-8.4619293,1,17.836915887850466,13.322368421052632,23.947142857142854,1.8290123456790122,,,
3327,US,California,Tuolumne County,2007,36.778259,-119.417931,1,23.181690140845074,15.255140186915884,31.20233644859813,0.09345794392523366,11.23271028037383,,
3328,US,Washington,Washington,2004,38.8950368,-77.0365427,1,21.0,16.491121495327103,25.25,3.4696261682242984,13.013551401869158,,0.0
3329,France,Provence,Vin de Pays Var,2005,46.0974492,4.5808081,1,16.342944785276075,11.5239263803681,21.577914110429447,,10.325153374233128,,
3330,France,Provence,Vin de Pays Var,2006,46.0974492,4.5808081,1,17.296449704142013,12.362721893491125,22.574556213017747,,9.47857142857143,,
3331,Italy,Veneto,Soave Classico Superiore,2013,45.666668,12.25,1,19.66822429906542,14.763033175355451,25.039150943396223,3.0808612440191383,5.867326732673266,,
3332,Uruguay,Canelones,,2008,-34.5242373,-56.2817519,0,,,,,,,
3333,Romania,Recas,,2014,45.8017074,21.5092923,1,17.325233644859814,12.111500000000001,23.576354679802957,2.245528455284553,8.38291457286432,,
3334,New Zealand,Gisborne,,2013,-38.661326,178.0206487,0,,,,,,,
3335,Italy,Sicily & Sardinia,Passito di Pantelleria,2007,39.373062,9.157212,1,21.243925233644855,15.982242990654205,26.834579439252337,0.6429906542056074,13.982456140350877,,
3336,Uruguay,Progreso,,2014,-34.6798644,-56.2154727,0,,,,,,,
3337,France,Beaujolais,Chiroubles,2013,46.1186123,4.6156707,1,16.396713615023472,11.987323943661973,21.238028169014083,,8.017840375586854,,
3338,Hungary,Eger,,2011,47.8989887,20.3743665,1,17.501492537313432,12.002985074626865,22.938308457711443,,8.435323383084578,,
3339,US,California,Clements Hills,2006,36.778259,-119.417931,1,23.44716981132075,15.785981308411213,31.211214953271032,0.4411214953271028,10.69626168224299,,
3340,US,California,Redwood Valley,2005,36.778259,-119.417931,1,22.922535211267604,15.341588785046731,30.61728971962617,0.27102803738317754,11.476635514018692,,
3341,US,California,Bennett Valley,2004,36.778259,-119.417931,1,23.48738317757009,15.479439252336448,31.302336448598133,0.30327102803738315,11.898130841121494,,0.0
3342,Greece,Amindeo,,2004,40.6897584,21.6790753,1,,,,,,,
3343,Israel,Galilee,,2003,32.6032121,35.4447957,1,,,,,,,
3344,US,New York,Cayuga Lake,2008,40.7127281,-74.0060152,1,19.364953271028035,14.320560747663553,24.418691588785048,3.3425233644859813,14.32663551401869,,
3345,France,Bordeaux,Pomerol,2014,44.841225,-0.5800364,1,17.3803738317757,13.319158878504673,23.65514018691589,1.9373831775700936,10.980851063829789,,
3346,US,California,Mt. Harlan,2014,36.778259,-119.417931,1,25.482710280373833,17.732710280373833,33.40654205607477,0.17523364485981308,11.168224299065418,,
3347,US,California,Redwood Valley,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3348,US,California,Carneros,2001,36.778259,-119.417931,1,24.004205607476635,15.769626168224299,31.96168224299065,0.26682242990654204,10.73691588785047,,0.0
3349,US,California,Arroyo Grande Valley,2001,36.778259,-119.417931,1,24.004205607476635,15.769626168224299,31.96168224299065,0.26682242990654204,10.73691588785047,,0.0
3350,US,California,Sonoma Valley,2002,36.778259,-119.417931,1,23.41308411214953,15.126168224299066,31.35467289719626,0.07196261682242991,11.305140186915889,,0.0
3351,US,California,Paso Robles,2001,36.778259,-119.417931,1,24.004205607476635,15.769626168224299,31.96168224299065,0.26682242990654204,10.73691588785047,,0.0
3352,US,California,Monterey,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3353,US,California,Amador County,2001,36.778259,-119.417931,1,24.004205607476635,15.769626168224299,31.96168224299065,0.26682242990654204,10.73691588785047,,0.0
3354,Spain,Catalonia,Terra Alta,2006,37.178055,-3.600833,1,20.871962616822433,12.911682242990656,30.09953271028038,0.5453271028037383,8.416666666666666,,
